emp_no,dept_no,from_date,to_date
20702,d006,11-01-1986,01-01-9999
13809,d009,12-01-1986,01-01-9999
10837,d007,14-01-1986,22-02-2002
13477,d007,14-01-1986,01-01-9999
15948,d005,14-01-1986,01-01-9999
21525,d004,14-01-1986,01-01-9999
14913,d005,15-01-1986,23-08-2000
10314,d007,16-01-1986,01-01-9999
10384,d001,16-01-1986,01-01-9999
15144,d008,17-01-1986,13-03-1989
13457,d006,18-01-1986,01-01-9999
16658,d008,18-01-1986,01-01-9999
13105,d005,19-01-1986,01-01-9999
14603,d005,19-01-1986,01-01-9999
21530,d004,19-01-1986,01-01-9999
10329,d004,20-01-1986,01-01-9999
19014,d007,20-01-1986,01-01-9999
20973,d006,20-01-1986,01-01-9999
13014,d004,21-01-1986,01-01-9999
18071,d003,22-01-1986,01-01-9999
18218,d002,23-01-1986,01-01-9999
21750,d005,24-01-1986,04-04-1994
11318,d007,25-01-1986,01-01-9999
12624,d007,25-01-1986,01-01-9999
16062,d007,25-01-1986,01-01-9999
19502,d004,25-01-1986,01-01-9999
20846,d008,26-01-1986,01-01-9999
21110,d007,26-01-1986,01-01-9999
10152,d006,27-01-1986,03-08-1987
10979,d004,27-01-1986,01-01-9999
20078,d007,27-01-1986,25-03-1989
19929,d004,28-01-1986,11-02-1995
12082,d007,29-01-1986,01-01-9999
13652,d005,30-01-1986,01-01-9999
14224,d003,30-01-1986,23-10-1986
14483,d005,30-01-1986,01-01-9999
11941,d007,31-01-1986,27-07-1994
13864,d004,31-01-1986,01-01-9999
12445,d004,01-02-1986,01-01-9999
19823,d005,01-02-1986,26-04-2000
10709,d005,02-02-1986,21-02-1988
15889,d005,03-02-1986,01-01-9999
16394,d003,03-02-1986,01-01-9999
18070,d005,03-02-1986,22-03-1992
14258,d005,04-02-1986,01-01-9999
16677,d005,04-02-1986,01-01-9999
18434,d008,05-02-1986,01-01-9999
21743,d003,05-02-1986,24-06-1989
18527,d007,06-02-1986,01-01-9999
20224,d005,06-02-1986,01-01-9999
18919,d004,07-02-1986,01-01-9999
15391,d004,08-02-1986,26-08-1990
13488,d004,09-02-1986,01-01-9999
18805,d006,09-02-1986,30-05-1987
16418,d006,10-02-1986,24-01-1987
17610,d005,10-02-1986,01-01-9999
19458,d004,11-02-1986,01-01-9999
13732,d006,12-02-1986,01-01-9999
17894,d007,13-02-1986,01-01-9999
19082,d005,13-02-1986,23-12-1994
10828,d007,14-02-1986,30-03-1990
16945,d005,14-02-1986,01-01-9999
17722,d002,14-02-1986,01-01-9999
19011,d008,14-02-1986,01-01-9999
21741,d004,14-02-1986,01-01-9999
11571,d004,15-02-1986,07-07-1992
16129,d001,15-02-1986,01-01-9999
19970,d005,15-02-1986,01-01-9999
20109,d007,15-02-1986,18-10-1991
10584,d005,17-02-1986,01-01-9999
12019,d008,17-02-1986,01-01-9999
13363,d008,19-02-1986,06-02-1991
11747,d007,20-02-1986,16-01-1999
17018,d005,20-02-1986,01-01-9999
19279,d007,20-02-1986,01-01-9999
11684,d001,21-02-1986,01-01-9999
13757,d005,22-02-1986,01-01-9999
18075,d006,22-02-1986,01-01-9999
13386,d005,23-02-1986,01-01-9999
21674,d005,23-02-1986,01-01-9999
13562,d008,24-02-1986,01-01-9999
16991,d009,24-02-1986,01-01-9999
14690,d005,25-02-1986,01-01-9999
21458,d006,25-02-1986,19-12-1993
10066,d005,26-02-1986,01-01-9999
15454,d007,27-02-1986,01-01-9999
17504,d004,27-02-1986,01-01-9999
18528,d005,27-02-1986,01-01-9999
10541,d007,28-02-1986,01-10-1986
11313,d001,28-02-1986,01-01-9999
15416,d001,28-02-1986,01-01-9999
16635,d004,28-02-1986,01-06-1997
17326,d005,28-02-1986,01-01-9999
19075,d004,28-02-1986,13-05-1992
10185,d007,01-03-1986,01-01-9999
17293,d005,01-03-1986,01-08-2001
19377,d005,01-03-1986,01-01-9999
20468,d005,01-03-1986,01-01-9999
13195,d004,02-03-1986,01-01-9999
15539,d007,02-03-1986,17-07-1996
17742,d008,02-03-1986,01-01-9999
18180,d007,02-03-1986,01-01-9999
12693,d005,03-03-1986,04-03-2001
12734,d005,03-03-1986,01-01-9999
13604,d007,03-03-1986,01-01-9999
17900,d005,03-03-1986,01-01-9999
11921,d004,04-03-1986,01-01-9999
17591,d005,04-03-1986,01-01-9999
15157,d001,05-03-1986,01-01-9999
20902,d004,05-03-1986,01-01-9999
21174,d005,05-03-1986,24-03-1992
16740,d002,06-03-1986,26-10-2001
20757,d004,06-03-1986,01-01-9999
11614,d004,08-03-1986,03-05-1997
13808,d007,08-03-1986,01-01-9999
13276,d002,09-03-1986,01-01-9999
16309,d005,09-03-1986,01-01-9999
16576,d004,09-03-1986,19-04-1992
13398,d008,10-03-1986,01-01-9999
18981,d005,10-03-1986,08-08-1998
13341,d001,11-03-1986,01-01-9999
16851,d003,11-03-1986,01-01-9999
18916,d005,11-03-1986,03-06-1995
15917,d005,12-03-1986,01-01-9999
20405,d005,12-03-1986,19-04-1995
21119,d005,12-03-1986,01-01-9999
16672,d007,13-03-1986,01-01-9999
19033,d008,13-03-1986,01-01-9999
10090,d005,14-03-1986,07-05-1999
11376,d008,14-03-1986,01-01-9999
12064,d004,14-03-1986,01-01-9999
13590,d004,14-03-1986,01-01-9999
13450,d004,15-03-1986,06-05-1999
13570,d002,15-03-1986,01-01-9999
20927,d003,15-03-1986,01-01-9999
10776,d005,16-03-1986,01-01-9999
11363,d002,16-03-1986,01-01-9999
12852,d004,16-03-1986,01-02-1990
16546,d005,16-03-1986,01-01-9999
16485,d007,17-03-1986,01-01-9999
19154,d001,17-03-1986,01-01-9999
21791,d008,17-03-1986,05-06-1993
14989,d006,18-03-1986,17-06-2002
16486,d008,18-03-1986,01-01-9999
19103,d004,18-03-1986,01-01-9999
20301,d005,18-03-1986,01-01-9999
21288,d005,18-03-1986,01-01-9999
17674,d005,19-03-1986,01-01-9999
18030,d004,19-03-1986,01-01-9999
14374,d004,20-03-1986,01-01-9999
15831,d005,20-03-1986,01-01-9999
17628,d001,20-03-1986,01-01-9999
13677,d005,21-03-1986,01-01-9999
19709,d004,22-03-1986,01-01-9999
12347,d001,23-03-1986,01-01-9999
16804,d004,25-03-1986,01-01-9999
20938,d001,25-03-1986,01-10-1996
15280,d005,26-03-1986,01-01-9999
20238,d005,26-03-1986,01-01-9999
20544,d004,26-03-1986,01-01-9999
18185,d005,27-03-1986,01-01-9999
19333,d005,27-03-1986,01-01-9999
16957,d009,28-03-1986,01-01-9999
20060,d005,28-03-1986,01-01-9999
21108,d007,28-03-1986,03-08-1989
13202,d008,29-03-1986,01-01-9999
11237,d007,30-03-1986,07-04-1989
11638,d004,30-03-1986,17-01-1996
20621,d007,30-03-1986,01-01-9999
15955,d004,31-03-1986,01-01-9999
16100,d002,31-03-1986,01-01-9999
18020,d008,31-03-1986,01-01-9999
21510,d009,31-03-1986,01-01-9999
15082,d005,01-04-1986,01-01-9999
15107,d006,01-04-1986,07-05-1991
19959,d005,01-04-1986,01-01-9999
15396,d005,02-04-1986,09-04-1995
10908,d003,05-04-1986,01-01-9999
21651,d003,05-04-1986,01-01-9999
16510,d009,06-04-1986,01-01-9999
18207,d004,06-04-1986,01-01-9999
18367,d006,06-04-1986,01-01-9999
12052,d005,07-04-1986,29-08-1988
16362,d003,07-04-1986,01-01-9999
21349,d004,08-04-1986,01-01-9999
10590,d008,09-04-1986,01-01-9999
10897,d007,09-04-1986,01-01-9999
10191,d005,10-04-1986,01-01-9999
13334,d002,10-04-1986,30-04-2001
17377,d007,10-04-1986,01-01-9999
12489,d005,11-04-1986,01-01-9999
19847,d005,11-04-1986,01-01-9999
11815,d004,12-04-1986,03-05-1995
11817,d007,12-04-1986,01-01-9999
10688,d002,13-04-1986,01-01-9999
14083,d004,13-04-1986,01-01-9999
20978,d005,13-04-1986,01-01-9999
16479,d002,14-04-1986,01-01-9999
19117,d007,14-04-1986,01-01-9999
21624,d001,14-04-1986,01-01-9999
13938,d005,15-04-1986,01-01-9999
16731,d005,15-04-1986,01-01-9999
14849,d002,16-04-1986,01-01-9999
15432,d007,16-04-1986,01-01-9999
16272,d005,16-04-1986,05-04-2002
21385,d007,17-04-1986,01-01-9999
13957,d006,18-04-1986,02-02-1987
17724,d005,18-04-1986,01-01-9999
10729,d004,20-04-1986,01-01-9999
11347,d005,20-04-1986,01-01-9999
14461,d007,20-04-1986,01-01-9999
15511,d007,20-04-1986,01-01-9999
20045,d004,20-04-1986,01-01-9999
21165,d005,20-04-1986,01-01-9999
15913,d005,21-04-1986,01-01-9999
10874,d004,22-04-1986,28-12-1997
11278,d009,22-04-1986,01-01-9999
15753,d004,22-04-1986,05-03-1996
21089,d004,22-04-1986,01-01-9999
10912,d002,23-04-1986,26-09-1999
15075,d004,24-04-1986,01-01-9999
18561,d004,24-04-1986,01-01-9999
21485,d005,25-04-1986,01-01-9999
10713,d008,26-04-1986,21-02-2001
10895,d007,26-04-1986,25-12-1986
11927,d007,26-04-1986,01-01-9999
16799,d005,26-04-1986,01-01-9999
21501,d007,26-04-1986,01-01-9999
16587,d001,28-04-1986,08-07-1992
19531,d009,28-04-1986,01-01-9999
19793,d007,28-04-1986,10-12-1992
13186,d007,29-04-1986,01-01-9999
15595,d005,29-04-1986,28-10-1989
14938,d003,30-04-1986,01-01-9999
15073,d006,30-04-1986,28-05-1996
19054,d005,30-04-1986,08-08-1986
19178,d003,30-04-1986,01-01-9999
21045,d005,01-05-1986,04-12-1991
11459,d003,03-05-1986,01-01-9999
12198,d005,04-05-1986,01-01-9999
17931,d004,04-05-1986,01-01-9999
18671,d005,04-05-1986,01-01-9999
14693,d009,05-05-1986,01-01-9999
21348,d008,05-05-1986,01-01-9999
11050,d001,06-05-1986,01-01-9999
14136,d005,06-05-1986,01-01-9999
17652,d004,06-05-1986,15-04-1989
19644,d004,06-05-1986,01-01-9999
11027,d004,07-05-1986,01-01-9999
12888,d008,07-05-1986,07-04-1995
12954,d007,08-05-1986,01-01-9999
11551,d005,09-05-1986,01-01-9999
12498,d005,09-05-1986,18-09-2000
13508,d003,09-05-1986,01-04-1991
21553,d004,09-05-1986,01-01-9999
18154,d005,10-05-1986,01-01-9999
18761,d002,10-05-1986,01-01-9999
19268,d004,10-05-1986,01-01-9999
17780,d004,11-05-1986,01-01-9999
20046,d005,11-05-1986,31-08-1990
21325,d004,11-05-1986,01-01-9999
10217,d004,12-05-1986,05-08-1993
19440,d005,12-05-1986,01-04-1991
18224,d007,13-05-1986,29-12-1997
14417,d004,14-05-1986,20-06-1989
15045,d005,14-05-1986,01-01-9999
16234,d009,14-05-1986,01-01-9999
19782,d005,14-05-1986,01-01-9999
21470,d002,14-05-1986,01-01-9999
11548,d005,16-05-1986,19-09-1990
11808,d005,17-05-1986,01-01-9999
16826,d008,17-05-1986,01-01-9999
19887,d005,17-05-1986,01-01-9999
10532,d007,18-05-1986,01-01-9999
12306,d007,18-05-1986,01-01-9999
17409,d002,18-05-1986,21-09-1999
12560,d007,19-05-1986,01-01-9999
12933,d008,19-05-1986,01-01-9999
13535,d004,19-05-1986,01-01-9999
16274,d002,19-05-1986,01-01-9999
19052,d001,19-05-1986,23-07-1989
19638,d004,21-05-1986,01-01-9999
21602,d003,21-05-1986,01-01-9999
12650,d005,22-05-1986,01-01-9999
16908,d007,22-05-1986,01-01-9999
10271,d005,23-05-1986,01-01-9999
14512,d004,23-05-1986,01-01-9999
15005,d004,23-05-1986,01-01-9999
12154,d004,24-05-1986,01-01-9999
18410,d004,24-05-1986,01-01-9999
10608,d004,25-05-1986,02-06-1991
13714,d004,26-05-1986,24-11-1993
15092,d009,26-05-1986,01-01-9999
10297,d004,28-05-1986,01-01-9999
17232,d009,28-05-1986,01-01-9999
17849,d003,28-05-1986,01-01-9999
16910,d005,29-05-1986,03-10-1990
17026,d007,29-05-1986,01-01-9999
18806,d002,29-05-1986,01-01-9999
15728,d009,30-05-1986,30-05-2002
19295,d006,30-05-1986,01-01-9999
13982,d001,31-05-1986,01-01-9999
16380,d009,01-06-1986,01-01-9999
13232,d005,02-06-1986,01-01-9999
19343,d007,02-06-1986,18-11-1986
18547,d004,03-06-1986,01-01-9999
20182,d002,03-06-1986,01-01-9999
20467,d005,04-06-1986,01-01-9999
12501,d002,05-06-1986,01-01-9999
20588,d007,05-06-1986,01-01-9999
10877,d001,06-06-1986,01-01-9999
13916,d007,06-06-1986,12-01-2002
16378,d007,06-06-1986,03-09-1998
18261,d005,06-06-1986,01-01-9999
20724,d002,06-06-1986,01-01-9999
10243,d007,07-06-1986,01-01-9999
14706,d007,07-06-1986,01-01-9999
15580,d001,07-06-1986,01-01-9999
10222,d004,08-06-1986,01-01-9999
12207,d009,08-06-1986,01-01-9999
13979,d004,08-06-1986,26-12-1997
12387,d004,09-06-1986,01-01-9999
13385,d003,10-06-1986,01-01-9999
11180,d005,11-06-1986,01-01-9999
19467,d009,11-06-1986,01-01-9999
14649,d009,12-06-1986,24-09-2001
15238,d002,12-06-1986,01-01-9999
14237,d004,13-06-1986,22-03-1998
18274,d007,13-06-1986,01-01-9999
19667,d001,13-06-1986,01-01-9999
12723,d004,14-06-1986,01-01-9999
15834,d003,14-06-1986,01-01-9999
11251,d001,15-06-1986,01-01-9999
19424,d007,15-06-1986,01-01-9999
20100,d001,15-06-1986,01-01-9999
20327,d005,15-06-1986,20-07-1990
10570,d007,16-06-1986,25-03-2000
21323,d006,16-06-1986,01-01-9999
19332,d006,17-06-1986,01-01-9999
20710,d005,17-06-1986,01-01-9999
11028,d004,18-06-1986,04-09-1997
15570,d005,18-06-1986,01-01-9999
18065,d007,18-06-1986,01-01-9999
19498,d007,18-06-1986,01-01-9999
11738,d004,19-06-1986,27-06-1995
21223,d005,19-06-1986,01-01-9999
21609,d007,19-06-1986,04-11-1998
12120,d002,20-06-1986,01-01-9999
15172,d005,20-06-1986,01-01-9999
16580,d006,20-06-1986,01-01-9999
12971,d005,21-06-1986,01-01-9999
17258,d004,21-06-1986,25-02-1990
18238,d007,22-06-1986,08-08-1997
19339,d005,22-06-1986,06-07-1989
21245,d009,22-06-1986,01-01-9999
10190,d004,23-06-1986,01-01-9999
14843,d004,23-06-1986,01-01-9999
12067,d007,24-06-1986,17-12-1991
15130,d007,24-06-1986,01-01-9999
18824,d001,24-06-1986,01-01-9999
10001,d005,26-06-1986,01-01-9999
20457,d007,27-06-1986,01-01-9999
20575,d004,29-06-1986,30-12-1990
14320,d004,30-06-1986,01-01-9999
15141,d008,30-06-1986,04-08-1997
19866,d004,30-06-1986,17-06-1997
20741,d005,30-06-1986,10-08-1993
15232,d004,01-07-1986,06-10-1998
16355,d007,01-07-1986,01-01-9999
18369,d007,02-07-1986,18-08-1996
18588,d001,02-07-1986,01-01-9999
18782,d005,02-07-1986,16-04-1989
12085,d009,03-07-1986,01-01-9999
21044,d004,03-07-1986,01-01-9999
10548,d007,04-07-1986,04-10-1991
10778,d001,04-07-1986,01-01-9999
17429,d001,04-07-1986,28-03-1987
21347,d009,04-07-1986,01-01-9999
18490,d007,05-07-1986,01-01-9999
11537,d007,06-07-1986,01-01-9999
13529,d007,06-07-1986,01-01-9999
19552,d008,06-07-1986,01-01-9999
13040,d005,07-07-1986,19-10-1987
14124,d004,07-07-1986,05-06-1992
18906,d007,07-07-1986,01-01-9999
21142,d005,08-07-1986,01-01-9999
14728,d002,09-07-1986,01-01-9999
12029,d004,10-07-1986,01-01-9999
14116,d005,10-07-1986,30-11-1995
11838,d007,11-07-1986,09-05-1991
12697,d003,11-07-1986,01-01-9999
13257,d002,12-07-1986,01-01-9999
16657,d004,12-07-1986,01-01-9999
17763,d003,12-07-1986,01-01-9999
19604,d005,12-07-1986,10-11-1999
20525,d004,12-07-1986,01-01-9999
14781,d004,13-07-1986,01-01-9999
14865,d007,13-07-1986,22-12-1995
18613,d005,13-07-1986,01-01-9999
10842,d005,14-07-1986,27-06-1998
13615,d001,14-07-1986,01-01-9999
18631,d005,14-07-1986,01-01-9999
18799,d008,14-07-1986,01-01-9999
10625,d005,15-07-1986,13-01-1995
11830,d007,15-07-1986,13-03-1994
13601,d004,15-07-1986,01-01-9999
18223,d008,15-07-1986,26-08-1990
18558,d005,16-07-1986,01-01-9999
13190,d003,17-07-1986,01-01-9999
16223,d005,17-07-1986,01-01-9999
11054,d006,18-07-1986,25-09-1987
13068,d005,18-07-1986,01-01-9999
18520,d004,18-07-1986,01-01-9999
16059,d004,19-07-1986,01-01-9999
16286,d007,21-07-1986,01-01-9999
16391,d005,21-07-1986,01-01-9999
17296,d005,21-07-1986,01-01-9999
10302,d007,22-07-1986,09-11-1999
10952,d005,22-07-1986,26-04-1988
12695,d004,23-07-1986,01-01-9999
17470,d004,23-07-1986,01-01-9999
12654,d005,24-07-1986,01-01-9999
14314,d001,24-07-1986,01-01-9999
10847,d008,25-07-1986,01-01-9999
18267,d003,25-07-1986,01-01-9999
19071,d007,25-07-1986,01-01-9999
19160,d007,25-07-1986,28-04-1994
20392,d005,25-07-1986,01-01-9999
13501,d007,26-07-1986,01-01-9999
10921,d004,27-07-1986,01-01-9999
12578,d009,28-07-1986,01-01-9999
13543,d007,28-07-1986,20-12-1986
13560,d005,28-07-1986,12-03-1998
19182,d005,28-07-1986,11-07-1987
10965,d007,29-07-1986,01-01-9999
16251,d005,30-07-1986,01-01-9999
18517,d005,30-07-1986,01-01-9999
19140,d005,30-07-1986,01-01-9999
12056,d005,31-07-1986,02-06-1988
15292,d007,31-07-1986,01-01-9999
14829,d009,01-08-1986,01-01-9999
16361,d009,01-08-1986,19-08-1994
19355,d005,01-08-1986,01-01-9999
10819,d004,02-08-1986,28-12-1999
13825,d004,02-08-1986,01-01-9999
15009,d005,03-08-1986,17-10-1989
20057,d005,03-08-1986,19-08-1988
13795,d004,04-08-1986,13-03-1988
14299,d001,05-08-1986,01-01-9999
14566,d004,05-08-1986,12-05-1998
18772,d005,05-08-1986,01-01-9999
16954,d001,06-08-1986,01-01-9999
20965,d004,06-08-1986,10-11-1990
12705,d007,07-08-1986,01-01-9999
13464,d005,07-08-1986,01-01-9999
17507,d002,07-08-1986,10-12-1999
11328,d007,08-08-1986,01-01-9999
17492,d005,08-08-1986,12-02-1990
19054,d004,08-08-1986,01-01-9999
19538,d008,08-08-1986,01-01-9999
21684,d001,08-08-1986,19-02-1996
21683,d007,10-08-1986,13-10-1988
12961,d004,11-08-1986,11-11-1989
15365,d005,11-08-1986,01-01-9999
18672,d004,11-08-1986,01-01-9999
13511,d008,12-08-1986,01-01-9999
14701,d004,12-08-1986,13-11-2001
12223,d004,13-08-1986,01-01-9999
15236,d005,13-08-1986,01-01-9999
16190,d005,13-08-1986,01-01-9999
14762,d009,15-08-1986,01-01-9999
12087,d005,16-08-1986,24-03-1993
15298,d005,16-08-1986,01-01-9999
12411,d007,17-08-1986,01-01-9999
13075,d007,17-08-1986,02-09-1990
17029,d004,17-08-1986,01-01-9999
13766,d009,18-08-1986,01-01-9999
11461,d004,19-08-1986,20-07-1997
15259,d004,20-08-1986,01-01-9999
16493,d001,20-08-1986,15-02-1995
15269,d004,21-08-1986,01-01-9999
16551,d005,21-08-1986,21-08-2001
16890,d008,21-08-1986,01-01-9999
19135,d005,21-08-1986,08-10-1986
10110,d003,22-08-1986,01-01-9999
18076,d004,22-08-1986,01-01-9999
12718,d004,23-08-1986,11-02-1991
12782,d003,23-08-1986,01-01-9999
13451,d003,23-08-1986,01-01-9999
14427,d002,23-08-1986,01-01-9999
16871,d004,23-08-1986,01-01-9999
12212,d004,24-08-1986,05-01-1991
14184,d007,24-08-1986,01-01-9999
16880,d004,24-08-1986,01-01-9999
21042,d004,24-08-1986,01-01-9999
12993,d007,25-08-1986,01-01-9999
14474,d009,25-08-1986,05-08-2001
14953,d006,25-08-1986,01-01-9999
19612,d001,25-08-1986,11-11-1988
19699,d003,25-08-1986,28-05-1998
15810,d005,26-08-1986,07-03-1997
16611,d004,26-08-1986,01-01-9999
19728,d007,26-08-1986,01-01-9999
11857,d007,27-08-1986,01-01-9999
17516,d004,27-08-1986,17-11-1992
21747,d003,27-08-1986,01-01-9999
10312,d004,28-08-1986,01-01-9999
19285,d005,28-08-1986,01-01-9999
20189,d004,28-08-1986,05-01-1999
14609,d005,29-08-1986,14-08-1997
15505,d004,30-08-1986,01-01-9999
14712,d004,31-08-1986,01-01-9999
15090,d005,31-08-1986,01-01-9999
17224,d004,31-08-1986,21-01-1998
19510,d006,31-08-1986,01-01-9999
19837,d005,31-08-1986,23-12-1996
21555,d005,31-08-1986,04-02-2000
19634,d007,01-09-1986,01-01-9999
11421,d004,02-09-1986,01-01-9999
12192,d006,02-09-1986,01-01-9999
11740,d007,03-09-1986,19-01-1990
19584,d001,03-09-1986,19-08-1996
18743,d004,04-09-1986,03-10-1995
20265,d004,04-09-1986,01-01-9999
12036,d001,05-09-1986,01-07-1995
19503,d004,05-09-1986,01-01-9999
16430,d005,06-09-1986,01-01-9999
16461,d007,06-09-1986,01-01-9999
17787,d004,06-09-1986,01-01-9999
19848,d008,06-09-1986,01-01-9999
11009,d007,09-09-1986,01-01-9999
12872,d007,09-09-1986,01-01-9999
15942,d004,09-09-1986,01-01-9999
16033,d002,09-09-1986,01-01-9999
19469,d006,09-09-1986,01-01-9999
14724,d002,10-09-1986,01-01-9999
14734,d004,10-09-1986,01-01-9999
19781,d007,10-09-1986,01-01-9999
20548,d003,10-09-1986,01-01-9999
10927,d001,12-09-1986,01-01-9999
19442,d006,12-09-1986,28-04-1999
13572,d001,15-09-1986,01-01-9999
17397,d006,15-09-1986,01-01-9999
19982,d006,15-09-1986,01-01-9999
21336,d004,15-09-1986,01-01-9999
11804,d005,16-09-1986,01-01-9999
17761,d004,17-09-1986,01-01-9999
11545,d006,19-09-1986,01-01-9999
14780,d004,19-09-1986,01-01-9999
15892,d004,20-09-1986,01-01-9999
19924,d005,20-09-1986,01-01-9999
19231,d004,21-09-1986,01-01-9999
11249,d005,22-09-1986,01-01-9999
12600,d005,23-09-1986,01-01-9999
13833,d005,23-09-1986,01-01-9999
20612,d007,23-09-1986,02-08-1994
12838,d003,24-09-1986,01-01-9999
16383,d004,24-09-1986,01-01-9999
19318,d007,24-09-1986,18-02-1991
10864,d007,25-09-1986,01-01-9999
11256,d007,25-09-1986,14-07-1995
21058,d002,25-09-1986,13-09-1988
15590,d007,26-09-1986,07-01-1999
16371,d001,26-09-1986,12-05-1987
10955,d007,27-09-1986,01-01-9999
13855,d004,27-09-1986,01-01-9999
15881,d004,27-09-1986,01-01-9999
17757,d006,27-09-1986,01-01-9999
15476,d005,28-09-1986,19-04-1991
19338,d006,28-09-1986,19-08-1987
12663,d005,29-09-1986,01-01-9999
15777,d005,29-09-1986,05-03-1997
17234,d005,29-09-1986,06-01-1992
17237,d004,29-09-1986,01-01-9999
20286,d001,29-09-1986,01-01-9999
14362,d002,30-09-1986,01-01-9999
16267,d002,30-09-1986,01-01-9999
17071,d005,30-09-1986,09-01-1991
20957,d008,30-09-1986,19-02-1993
12037,d009,01-10-1986,01-01-9999
20566,d001,01-10-1986,01-01-9999
14227,d009,02-10-1986,25-06-1991
20813,d007,02-10-1986,01-01-9999
11788,d004,03-10-1986,12-02-1999
15866,d006,03-10-1986,19-03-1987
20113,d005,03-10-1986,01-01-9999
14650,d006,04-10-1986,01-01-9999
20311,d009,04-10-1986,01-11-2001
21115,d003,04-10-1986,01-01-9999
18208,d003,05-10-1986,01-01-9999
21717,d002,05-10-1986,01-01-9999
15199,d004,06-10-1986,15-08-2000
17395,d005,06-10-1986,04-03-1999
17816,d004,06-10-1986,01-01-9999
19206,d004,06-10-1986,01-01-9999
13281,d005,07-10-1986,01-01-9999
15598,d007,07-10-1986,01-01-9999
19381,d007,07-10-1986,01-01-9999
11976,d004,08-10-1986,01-01-9999
18053,d005,08-10-1986,01-01-9999
18251,d008,08-10-1986,01-01-9999
21785,d004,08-10-1986,01-01-9999
11264,d005,09-10-1986,01-01-9999
11517,d001,09-10-1986,19-05-1991
15068,d009,09-10-1986,22-06-1989
18213,d008,09-10-1986,01-01-9999
16609,d001,10-10-1986,01-01-9999
10832,d007,11-10-1986,01-01-9999
11983,d005,11-10-1986,01-01-9999
12131,d004,11-10-1986,01-01-9999
16019,d008,12-10-1986,01-01-9999
17210,d002,12-10-1986,09-11-1993
17990,d005,12-10-1986,01-06-1995
11100,d008,13-10-1986,01-01-9999
16205,d007,13-10-1986,01-01-9999
11555,d003,14-10-1986,01-01-9999
11435,d001,15-10-1986,01-01-9999
16168,d004,15-10-1986,01-01-9999
17798,d001,15-10-1986,01-01-9999
20753,d008,15-10-1986,01-01-9999
11429,d007,16-10-1986,01-01-9999
12327,d005,16-10-1986,01-01-9999
17878,d001,16-10-1986,23-02-1997
17527,d006,17-10-1986,01-01-9999
17702,d005,17-10-1986,19-09-1990
